25000,106.4
50000,88.5
75000,80.4
100000,91.6
125000,86.0
150000,81.5
175000,83.9
200000,87.3
225000,88.7
250000,85.0
275000,86.8
300000,78.5
325000,84.7
350000,85.2
375000,83.4
400000,91.8
425000,82.2
450000,96.6
475000,80.2
500000,81.1
525000,85.3
550000,79.2
575000,84.7
600000,94.1
625000,81.7
650000,87.2
675000,83.1
700000,83.3
725000,84.6
750000,92.8
775000,105.0
800000,101.6
825000,105.2
850000,101.9
875000,106.9
900000,122.2
925000,99.5
950000,111.9
975000,110.4
1000000,108.5
1025000,97.0
1050000,103.1
1075000,102.8
1100000,120.0
1125000,104.5
1150000,105.6
1175000,95.1
1200000,94.0
1225000,101.1
1250000,110.8
1275000,114.4
1300000,105.4
1325000,111.4
1350000,122.8
1375000,105.3
1400000,112.8
1425000,110.1
1450000,102.7
1475000,105.7
1500000,101.5
