20000,92.2
40000,86.6
60000,87.4
80000,80.3
100000,84.3
120000,82.7
140000,72.0
160000,76.6
180000,76.3
200000,78.3
220000,87.0
240000,85.2
260000,76.9
280000,84.4
300000,86.7
320000,82.3
340000,76.2
360000,86.2
380000,79.2
400000,85.0
420000,90.9
440000,82.5
460000,81.4
480000,81.4
500000,97.6
520000,91.8
540000,73.4
560000,74.8
580000,77.5
600000,77.5
620000,80.4
640000,91.5
660000,86.1
680000,79.8
700000,89.1
720000,87.7
740000,80.5
760000,77.8
780000,78.6
800000,79.7
820000,103.2
840000,116.0
860000,103.5
880000,112.6
900000,107.7
920000,108.8
940000,106.4
960000,123.5
980000,345.6
1000000,332.5
1020000,350.0
1040000,332.6
1060000,342.0
1080000,334.9
1100000,190.5
1120000,103.5
1140000,96.1
1160000,99.8
1180000,112.3
1200000,109.8
1220000,106.9
1240000,100.7
1260000,112.6
1280000,107.5
1300000,102.9
1320000,106.9
1340000,112.2
1360000,113.9
1380000,113.6
1400000,117.7
1420000,101.4
1440000,106.8
1460000,107.1
1480000,106.6
1500000,109.6
1520000,102.5
1540000,107.2
1560000,109.8
1580000,99.2
1600000,112.9
