5000,36.9
10000,30.7
15000,30.1
20000,30.2
25000,31.0
30000,29.4
35000,25.0
40000,27.2
45000,24.4
50000,26.1
55000,26.5
60000,29.5
65000,20.5
70000,20.2
75000,20.1
80000,27.6
85000,24.3
90000,27.0
95000,23.9
100000,21.9
105000,29.0
110000,26.4
115000,21.1
120000,22.1
125000,22.3
130000,26.0
135000,21.5
140000,20.2
145000,25.3
150000,27.7
155000,26.5
160000,23.6
165000,20.8
170000,20.7
175000,22.9
180000,26.7
185000,24.3
190000,21.3
195000,21.6
200000,22.0
205000,28.5
210000,30.7
215000,28.7
220000,24.0
225000,26.2
230000,26.0
235000,25.8
240000,24.3
245000,31.7
250000,27.5
255000,27.0
260000,26.0
265000,27.2
270000,26.9
275000,28.8
280000,25.5
285000,26.1
290000,25.5
295000,25.0
300000,28.9
305000,30.1
310000,25.1
315000,24.8
320000,27.4
325000,30.2
330000,31.1
335000,27.9
340000,29.5
345000,30.7
350000,73.8
355000,85.2
360000,51.2
365000,28.1
370000,26.6
375000,26.8
380000,26.9
385000,25.6
390000,24.4
395000,26.7
400000,26.8
