5000,29.4
10000,34.8
15000,26.4
20000,33.4
25000,30.7
30000,32.9
35000,31.4
40000,32.6
45000,27.5
50000,28.4
55000,30.9
60000,27.2
65000,30.6
70000,30.7
75000,27.3
80000,28.8
85000,27.2
90000,28.4
95000,24.5
100000,26.5
105000,29.1
110000,39.0
115000,37.3
120000,26.3
125000,25.0
130000,30.1
135000,34.8
140000,32.9
145000,29.5
150000,34.0
155000,36.4
160000,42.2
165000,33.6
170000,28.2
175000,40.3
180000,29.7
185000,35.6
190000,29.4
195000,34.0
200000,28.5
205000,35.6
210000,23.9
215000,31.0
220000,35.1
225000,34.7
230000,26.2
235000,27.0
240000,28.3
245000,25.8
250000,34.8
255000,31.4
260000,25.9
265000,30.4
270000,23.9
275000,30.5
280000,30.7
285000,32.2
290000,24.0
295000,32.5
300000,23.6
305000,28.5
310000,27.1
315000,28.4
320000,30.3
325000,28.4
330000,28.8
335000,28.1
340000,31.3
345000,31.9
350000,32.3
355000,27.5
360000,25.9
365000,25.6
370000,26.9
375000,25.8
380000,29.2
385000,31.5
390000,39.8
395000,32.4
400000,34.3
