5000,33.3
10000,35.6
15000,32.0
20000,31.1
25000,31.0
30000,31.2
35000,22.3
40000,23.2
45000,21.8
50000,23.3
55000,22.8
60000,25.5
65000,31.3
70000,23.2
75000,21.5
80000,23.4
85000,25.1
90000,21.8
95000,23.1
100000,24.6
105000,21.7
110000,24.7
115000,23.8
120000,22.2
125000,23.0
130000,21.1
135000,24.2
140000,20.8
145000,22.4
150000,20.7
155000,27.8
160000,25.5
165000,23.5
170000,25.0
175000,34.5
180000,24.5
185000,33.3
190000,23.0
195000,24.9
200000,26.4
205000,25.8
210000,26.8
215000,24.6
220000,25.2
225000,23.5
230000,32.6
235000,29.0
240000,31.1
245000,25.3
250000,28.4
255000,33.2
260000,31.3
265000,33.7
270000,27.6
275000,26.4
280000,34.6
285000,27.3
290000,26.0
295000,31.1
300000,29.7
305000,27.8
310000,26.7
315000,28.1
320000,25.1
325000,30.8
330000,34.1
335000,33.1
340000,30.7
345000,29.9
350000,30.0
355000,27.5
360000,27.8
365000,70.2
370000,82.5
375000,80.3
380000,84.8
385000,83.2
390000,80.4
395000,82.5
400000,84.3
