20000,103.7
40000,82.9
60000,96.1
80000,87.8
100000,88.9
120000,73.2
140000,85.1
160000,87.1
180000,72.1
200000,71.8
220000,107.0
240000,73.4
260000,70.2
280000,70.3
300000,73.6
320000,99.5
340000,94.1
360000,98.4
380000,74.8
400000,67.5
420000,79.3
440000,78.4
460000,76.3
480000,92.0
500000,83.5
520000,79.0
540000,76.2
560000,76.3
580000,80.9
600000,80.3
620000,90.5
640000,86.2
660000,92.0
680000,77.5
700000,93.7
720000,92.9
740000,85.5
760000,85.7
780000,114.4
800000,83.1
820000,102.0
840000,104.3
860000,94.7
880000,109.6
900000,104.7
920000,108.1
940000,119.9
960000,118.3
980000,117.8
1000000,113.6
1020000,122.0
1040000,132.2
1060000,115.9
1080000,111.9
1100000,111.2
1120000,115.1
1140000,122.4
1160000,118.4
1180000,114.6
1200000,133.6
1220000,112.8
1240000,104.2
1260000,117.3
1280000,120.5
1300000,116.6
1320000,118.9
1340000,100.5
1360000,106.0
1380000,106.9
1400000,106.8
1420000,106.1
1440000,106.6
1460000,97.3
1480000,107.7
1500000,99.1
1520000,103.8
1540000,116.7
1560000,108.5
1580000,106.3
1600000,121.0
