5000,112.5
10000,97.5
15000,99.4
20000,97.8
25000,98.2
30000,102.1
35000,100.2
40000,97.9
45000,103.0
50000,102.4
55000,93.5
60000,105.8
65000,100.9
70000,102.5
75000,92.6
80000,102.0
85000,104.9
90000,101.6
95000,106.1
100000,106.6
105000,104.8
110000,104.4
115000,104.7
120000,90.6
125000,54.6
130000,75.4
135000,100.3
140000,104.6
145000,99.1
150000,97.7
155000,100.1
160000,101.6
165000,106.1
170000,106.4
175000,104.5
180000,100.8
185000,111.0
190000,109.3
195000,111.7
200000,109.7
205000,131.8
210000,133.8
215000,130.2
220000,131.6
225000,131.0
230000,128.4
235000,128.0
240000,130.1
245000,129.2
250000,131.5
255000,126.3
260000,131.5
265000,121.4
270000,126.7
275000,123.1
280000,119.1
285000,115.9
290000,124.6
295000,125.1
300000,119.5
305000,126.6
310000,131.5
315000,128.2
320000,128.2
325000,125.1
330000,127.0
335000,128.5
340000,129.4
345000,129.5
350000,127.5
355000,127.6
360000,124.7
365000,126.3
370000,128.8
375000,128.5
380000,126.7
385000,127.5
390000,126.3
395000,127.0
400000,118.4
405000,164.8
410000,173.3
415000,165.7
420000,156.8
425000,173.2
430000,169.0
435000,175.7
440000,170.9
445000,171.9
450000,170.0
455000,172.9
460000,165.7
465000,169.2
470000,173.4
475000,167.1
480000,171.9
485000,167.7
490000,171.3
495000,176.7
500000,170.5
505000,168.3
510000,162.8
515000,160.9
520000,160.9
525000,154.7
530000,167.1
535000,167.0
540000,156.8
545000,172.3
550000,170.1
555000,167.1
560000,159.0
565000,159.5
570000,169.4
575000,170.9
580000,174.4
585000,169.6
590000,157.7
595000,157.0
600000,159.6
605000,164.8
610000,170.9
615000,173.1
620000,178.0
625000,159.6
630000,163.2
635000,166.2
640000,165.7
645000,173.2
650000,167.8
655000,174.9
660000,164.5
665000,164.9
670000,174.0
675000,172.6
680000,172.6
685000,165.6
690000,159.2
695000,166.7
700000,164.1
705000,171.3
710000,173.4
715000,167.3
720000,162.0
725000,166.5
730000,162.1
735000,162.0
740000,158.4
745000,165.3
750000,158.5
755000,160.8
760000,166.7
765000,156.6
770000,168.6
775000,166.2
780000,167.8
785000,166.5
790000,169.3
795000,167.1
800000,166.4
