20000,97.9
40000,91.5
60000,106.5
80000,78.7
100000,85.8
120000,90.6
140000,80.1
160000,79.1
180000,86.8
200000,83.3
220000,82.4
240000,99.2
260000,99.9
280000,74.8
300000,83.2
320000,73.6
340000,83.9
360000,83.8
380000,92.4
400000,89.6
420000,81.6
440000,76.3
460000,83.9
480000,99.0
500000,73.4
520000,74.7
540000,72.5
560000,84.1
580000,90.4
600000,94.1
620000,90.0
640000,82.3
660000,84.6
680000,87.4
700000,83.7
720000,82.5
740000,86.4
760000,90.0
780000,90.9
800000,81.6
820000,127.0
840000,124.5
860000,120.9
880000,103.8
900000,119.4
920000,117.1
940000,118.5
960000,109.5
980000,117.7
1000000,112.2
1020000,125.0
1040000,115.1
1060000,122.6
1080000,110.4
1100000,115.1
1120000,116.3
1140000,111.6
1160000,119.9
1180000,122.5
1200000,112.9
1220000,107.7
1240000,107.2
1260000,113.2
1280000,97.0
1300000,102.8
1320000,108.8
1340000,120.6
1360000,126.5
1380000,108.1
1400000,119.1
1420000,109.9
1440000,108.5
1460000,93.1
1480000,96.3
1500000,106.8
1520000,100.7
1540000,110.2
1560000,115.4
1580000,106.9
1600000,122.4
