100000,396.0
200000,256.5
300000,240.6
400000,240.0
500000,225.5
600000,252.2
700000,264.7
800000,263.7
900000,259.5
1000000,258.9
1100000,250.6
1200000,257.7
1300000,289.7
1400000,288.7
1500000,317.9
1600000,372.2
1700000,319.1
1800000,360.5
1900000,300.6
2000000,284.5
2100000,296.2
2200000,289.6
2300000,299.5
2400000,316.7
2500000,306.5
2600000,353.4
2700000,381.6
2800000,355.9
2900000,354.4
3000000,364.4
3100000,371.1
3200000,375.5
3300000,359.6
3400000,369.3
3500000,441.0
3600000,402.6
3700000,356.3
3800000,359.2
3900000,370.9
4000000,355.5
4100000,364.3
4200000,362.7
4300000,357.1
4400000,423.3
4500000,1311.4
4600000,1389.1
4700000,880.9
4800000,464.1
4900000,876.1
5000000,1165.4
