5000,31.6
10000,22.9
15000,28.9
20000,30.3
25000,29.1
30000,28.1
35000,30.0
40000,25.0
45000,27.3
50000,22.2
55000,26.0
60000,26.5
65000,24.6
70000,22.7
75000,24.2
80000,24.1
85000,22.7
90000,26.9
95000,28.2
100000,22.3
105000,28.2
110000,23.9
115000,20.3
120000,21.5
125000,22.5
130000,19.3
135000,22.7
140000,28.4
145000,23.0
150000,25.9
155000,21.5
160000,22.6
165000,20.4
170000,27.2
175000,25.2
180000,23.0
185000,20.9
190000,26.1
195000,29.4
200000,24.2
205000,33.6
210000,32.7
215000,31.2
220000,27.2
225000,35.3
230000,28.8
235000,27.0
240000,26.7
245000,26.2
250000,25.7
255000,26.1
260000,26.5
265000,25.9
270000,29.2
275000,25.8
280000,28.5
285000,31.3
290000,30.2
295000,31.0
300000,29.4
305000,25.4
310000,31.0
315000,23.9
320000,27.8
325000,28.4
330000,42.9
335000,81.6
340000,83.2
345000,80.5
350000,82.6
355000,81.6
360000,83.3
365000,83.0
370000,79.3
375000,83.4
380000,85.3
385000,83.4
390000,79.0
395000,81.0
400000,82.1
